image_id,source,country,category,title,page_url,image_url,license,notes,artist,credit,description,commons_file_title,commons_category_used,original_image_url,mime
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0007,Wikimedia Commons,Qatar,pottery_ceramics,"Dinastia ming, piatto con calligrafia araba, cina, xv-xvi secolo","https://commons.wikimedia.org/wiki/File:Dinastia_ming,_piatto_con_calligrafia_araba,_cina,_xv-xvi_secolo.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Dinastia_ming%2C_piatto_con_calligrafia_araba%2C_cina%2C_xv-xvi_secolo.jpg/960px-Dinastia_ming%2C_piatto_con_calligrafia_araba%2C_cina%2C_xv-xvi_secolo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ceramic objects from Museum of Islamic Art Doha,Francesco Bini,Own work,"Ceramics in the Museum of Islamic Art, Doha","File:Dinastia ming, piatto con calligrafia araba, cina, xv-xvi secolo.jpg","Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/c/cb/Dinastia_ming%2C_piatto_con_calligrafia_araba%2C_cina%2C_xv-xvi_secolo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0008,Wikimedia Commons,Qatar,pottery_ceramics,"Dinastia ming, vassoio, jingdezhen nella provincia cinese jiangxi 1640","https://commons.wikimedia.org/wiki/File:Dinastia_ming,_vassoio,_jingdezhen_nella_provincia_cinese_jiangxi_1640.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Dinastia_ming%2C_vassoio%2C_jingdezhen_nella_provincia_cinese_jiangxi_1640.jpg/960px-Dinastia_ming%2C_vassoio%2C_jingdezhen_nella_provincia_cinese_jiangxi_1640.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ceramic objects from Museum of Islamic Art Doha,Francesco Bini,Own work,"Ceramics in the Museum of Islamic Art, Doha","File:Dinastia ming, vassoio, jingdezhen nella provincia cinese jiangxi 1640.jpg","Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/7/73/Dinastia_ming%2C_vassoio%2C_jingdezhen_nella_provincia_cinese_jiangxi_1640.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0009,Wikimedia Commons,Qatar,pottery_ceramics,"Dish, iran, 10th century","https://commons.wikimedia.org/wiki/File:Dish,_iran,_10th_century.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Dish%2C_iran%2C_10th_century.jpg/960px-Dish%2C_iran%2C_10th_century.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,Ceramic objects from Museum of Islamic Art Doha,Sodabottle,Own work,"Photo of an exhibit at en:Museum of Islamic Art, Doha Dish, Iran or Central Asia, 10th century, Earthenware or slip painting. Samanid. Inv. Number PO.24.1999","File:Dish, iran, 10th century.jpg","Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/d/d1/Dish%2C_iran%2C_10th_century.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0010,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 015,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_015.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_015.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_015.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 015.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/f/f4/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_015.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0011,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 025,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_025.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_025.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_025.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 025.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/b/b6/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_025.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0012,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 026,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_026.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_026.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 026.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/c/cd/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0013,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 029,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_029.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_029.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_029.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 029.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/3/34/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_029.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0014,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 037,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_037.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_037.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_037.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 037.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/5/52/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_037.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0015,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 038,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_038.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_038.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_038.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 038.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/5/5c/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_038.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0016,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 039,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_039.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_039.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_039.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 039.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/7/76/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_039.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0017,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 040,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_040.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_040.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_040.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 040.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/3/38/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_040.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0018,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 059,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_059.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_059.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_059.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 059.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/7/79/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_059.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0019,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 072,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_072.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_072.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_072.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 072.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/9/9c/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_072.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0020,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 091,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_091.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_091.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_091.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 091.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/e/eb/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_091.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0021,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 092,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_092.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_092.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_092.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 092.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/3/39/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_092.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0022,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 093,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_093.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_093.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_093.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 093.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/3/3c/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_093.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0023,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 115,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_115.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_115.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_115.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 115.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/8/8d/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_115.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0024,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 157,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_157.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_157.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_157.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 157.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/2/2b/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_157.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0025,Wikimedia Commons,Qatar,pottery_ceramics,"Doha, Museo de Arte Islámico, objetos 04","https://commons.wikimedia.org/wiki/File:Doha,_Museo_de_Arte_Islámico,_objetos_04.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Doha%2C_Museo_de_Arte_Isl%C3%A1mico%2C_objetos_04.jpg/960px-Doha%2C_Museo_de_Arte_Isl%C3%A1mico%2C_objetos_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ceramic objects from Museum of Islamic Art Doha,LBM1948,Own work,"Wall tiles on display in the Museum of Islamic Art. Doha, Qatar","File:Doha, Museo de Arte Islámico, objetos 04.jpg","Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/7/72/Doha%2C_Museo_de_Arte_Isl%C3%A1mico%2C_objetos_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0026,Wikimedia Commons,Qatar,pottery_ceramics,"Doha, Museo de Arte Islámico, objetos 05","https://commons.wikimedia.org/wiki/File:Doha,_Museo_de_Arte_Islámico,_objetos_05.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Doha%2C_Museo_de_Arte_Isl%C3%A1mico%2C_objetos_05.jpg/960px-Doha%2C_Museo_de_Arte_Isl%C3%A1mico%2C_objetos_05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ceramic objects from Museum of Islamic Art Doha,LBM1948,Own work,"Wall tiles on display in the Museum of Islamic Art. Doha, Qatar","File:Doha, Museo de Arte Islámico, objetos 05.jpg","Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/7/79/Doha%2C_Museo_de_Arte_Isl%C3%A1mico%2C_objetos_05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
